Control Number,Subject,Primary Creator,Unique Custodian,Email From,Email To,Email CC,Date Created,Date Last Modified,Date Sent,Date Received,MD5 Hash,Attachment Count
ANEX-00000519,Electrical Commodity for Edwards AFB,"""william gang""",Jeffrey Feather,"""william gang""",mike.keeling@edex.edwards.af.mil; john.lemacks@edex.edwards.af.mil,"""jeff@leaf.com""",2016-12-14 06:40:04,11/05/2009 18:01,2016-12-14 06:40:04,,5419a82999043c4f141b8267abb03cc8,1
ANEX-00000521,FW: PG&E drawing request,dirk@cli-eml.com,Jeffrey Feather,dirk@cli-eml.com,"""rob cone""","""bob boyd@robertb@csufresno.edu@smtp@exchange""; ""dick smith@dicks@csufresno.edu@smtp@exchange""",2017-01-24 02:33:36,11/05/2009 18:00,2017-01-24 02:33:36,,0c97628afbed341ee51cb0b0d02cec11,0
ANEX-00000524,Re: Webcasting and Congress,"""susan m landwehr""",Jeffrey Feather,"""susan m landwehr""","""lisa yoho""","""jeff@leaf.com""",2016-11-15 20:15:51,11/05/2009 18:01,2016-11-15 20:15:51,,b14896c1dacb1f731d19a0b353d3b5b5,4
ANEX-00000525,Minnesota telecom ruling,"""susan m landwehr""",Jeffrey Feather,"""susan m landwehr""",scott_bolton@Leaf.net,"""richard shapiro""; ""sue nord""; ""jeff@leaf.com""; ""lisa yoho""; ""marchris robinson""",2017-01-26 03:39:45,11/05/2009 18:01,2017-01-26 03:39:45,,b683f9a2a4d62e3d7a097e33662d19b5,2
ANEX-00000526,Will you change the world today? (ECI press release),scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2016-10-23 07:53:44,,,,9ebc281416e926fb433cb40222b843ba,2
ANEX-00000527,TD's state round-up,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2017-01-27 16:04:53,,,,c86f0a784829d0bea6a9ea79e7bfd533,0
ANEX-00000528,We have moved,dukais@aol.com,Jeffrey Feather,dukais@aol.com,cynkcarson@aol.com; jdasovi@ect; dasovich.nancy@gene.com; charryl@pacbell.net,,2017-01-28 15:35:04,,,,f5dc17d35a85b9eb9ee2b29f274b6e1d,0
ANEX-00000529,Summary of State DG Proceedings,tom.higgs@berry.com,Jeffrey Feather,tom.higgs@berry.com,"""jeff@leaf.com""; ""bruno gaillard""; ""susan j mara""",,2016-12-21 01:13:13,,,,6f3a74b738bb56088683c9bdf2a3f84a,0
ANEX-00000533,country summary for Argentina,Michael Smith <michael@eeg.com>,Jeffrey Feather,Michael Smith <michael@eeg.com>,"Jacqueline Kelly <jkelly@fairisaac.com>; ""Aaron Mednelson (E-mail)"" <mendelso@haas.berkeley.edu>",,2016-12-25 21:44:42,,,,70d34d497ac35ad196d4088d205cad21,1
ANEX-00000535,"Meet to discuss CFEE's ""Regulation 101"" for legislators","""jeff@leaf.com""",Jeffrey Feather,"""jeff@leaf.com""",,,2017-01-10 16:01:14,,,,ab741350362756beeace7abd0bc01b35,2
ANEX-00000536,Re: Minnesota telecom ruling,scott_bolton@Leaf.net,Jeffrey Feather,scott_bolton@Leaf.net,"""susan m landwehr""","""jeff@leaf.com""; ""lisa yoho""; ""marchris robinson""; ""richard shapiro""; ""sue nord""",2016-11-03 21:24:37,11/05/2009 18:01,2016-11-03 21:24:37,,d3a80d8023ead4431f79ef4b0ddd5b38,4
ANEX-00000538,Wine ratings,Nancy Sellers <nancy.sellers@robertmondavi.com>,Jeffrey Feather,Nancy Sellers <nancy.sellers@robertmondavi.com>,"Cameron <cameron@iwanto.com>; ""jeff@leaf.com""; ""Prentice @ Berkeley"" <psellers@haas.berkeley.edu>",,2016-11-10 18:51:34,11/05/2009 17:36,2016-11-10 18:51:34,,6447f10724ec4b21c6a19bcac8e26489,0
ANEX-00000539,Banking Rep,Linda.murray@gmail.com,Ken Murray,Linda.murray@gmail.com,"""ken@leaf.com""","""sally keepers""; Sherrie Gibson <sherrie@layfam.com>",2016-12-26 15:51:16,11/05/2009 06:43,2016-12-26 15:51:16,,7eba1d81ceef79b7487490b1fb12a65e,2
ANEX-00000541,FT readings for section,Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2016-10-17 02:16:03,11/05/2009 17:59,2016-10-17 02:16:03,,74c98968712851fbbe281517c89094b4,3
ANEX-00000542,Phone Call,vince@leaf.com,Vince Vanjie,vince@leaf.com,tomhiggs@gmail.com,,,11/05/2009 17:59,05/01/2016 22:04:00,,ef2d6f526f6082f9e4c063d733074869,2
ANEX-00000543,Re: Phone Call,tomhiggs@gmail.com,Vince Vanjie,"tomhiggs@gmail,com",vince@leaf.com,,,11/05/2009 17:59,,05/01/2016 22:09:00,7dd5288d718569994ada64af8560d76d,2
ANEX-00000544,Re: Re: Phone Call,vince@leaf.com,Vince Vanjie,vince@leaf.com,tomhiggs@gmail.com,,,11/05/2009 17:59,05/01/2016 22:19:00,,a436028d7abb3571d5334ab8335d8798,2
ANEX-00000545,japan,Jacqueline Kelly <jkelly@fairisaac.com>,Jeffrey Feather,Jacqueline Kelly <jkelly@fairisaac.com>,"""ckwon@qmtn.quintiles.com"" <ckwon@qmtn.quintiles.com>; Jacqueline Kelly <jkelly@fairisaac.com>","""langridg@haas.berkeley.edu"" <langridg@haas.berkeley.edu>",2016-11-23 11:57:00,11/05/2009 17:59,2016-11-23 11:57:00,,5c0594044176e995d4e8e952ed7a804a,0
ANEX-00000547,Haas Helpdesk on the Web,Haas Computing Services <csm@haas.berkeley.edu>,Jeffrey Feather,Haas Computing Services <csm@haas.berkeley.edu>,faculty@haas.berkeley.edu; staff@haas.berkeley.edu; eveningmba@haas.berkeley.edu,cons@haas.berkeley.edu,2016-12-02 02:07:14,11/05/2009 18:00,2016-12-02 02:07:14,,090b95ac05cf06bb2c4b446abcd6bd63,2
ANEX-00000548,the midterm,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-10-08 20:57:29,11/05/2009 17:59,2016-10-08 20:57:29,,47a2148a5997fcbd7c1f8f9ae6d26b03,1
ANEX-00000549,Re: dinner next tuesday,jeffrey.l.walker@us.arthurandersen.com,Jeffrey Feather,jeffrey.l.walker@us.arthurandersen.com,perin@sirius.com,"""jeff@leaf.com""; lnewman@elanpharma.com; lhom@hotmail.com; pat_scatena@ccm.intel.com",,,,,5f8e5f5f458fe644954a7fb8d869d236,1
ANEX-00000550,FW: Two RM Wines in the Spectator Top 10!,Nancy Sellers <nancy.sellers@robertmondavi.com>,Jeffrey Feather,Nancy Sellers <nancy.sellers@robertmondavi.com>,"Cameron <cameron@iwanto.com>; ""jeff@leaf.com""; ""Prentice @ Berkeley"" <psellers@haas.berkeley.edu>",,2016-10-26 06:20:06,11/05/2009 17:36,2016-10-26 06:20:06,,8a5555dfd45deb2e11494b6281969d56,0
ANEX-00000551,Central & Eastern Europe - Overview,martin.esarte@clorox.com,Jeffrey Feather,martin.esarte@clorox.com,mendelso@haas.berkeley.edu; kazi@haas.berkeley.edu; neale@haas.berkeley.edu,,2016-12-13 00:27:06,11/05/2009 17:59,2016-12-13 00:27:06,,71360aa81756ff37162d22016d5f01dd,1
ANEX-00000553,Articles on the web,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-10-20 16:45:43,11/05/2009 17:59,2016-10-20 16:45:43,,125ca9c74bb92ebebab8b7e93a6acd28,1
ANEX-00000554,Technology Firm Night 12/13,John Morel <morel@haas.berkeley.edu>,Jeffrey Feather,John Morel <morel@haas.berkeley.edu>,eveningmba@haas.berkeley.edu,,2017-01-21 22:22:13,11/05/2009 18:00,2017-01-21 22:22:13,2016-11-13 08:15:33,36e2da5726c942f9506452b6d1d77131,0
ANEX-00000556,Textbook Buyback Starts Tommorrow in Helzel Board Room,Diana Burke <burke@haas.berkeley.edu>,Jeffrey Feather,Diana Burke <burke@haas.berkeley.edu>,mba99@haas.berkeley.edu; mba00@haas.berkeley.edu; undergrd@haas.berkeley.edu,andy@haas.berkeley.edu; text@uclink4.berkeley.edu,2016-11-08 00:31:00,11/05/2009 18:00,2016-11-08 00:31:00,2016-11-18 00:04:27,ac1a0d4a9ffe3e6ce814e8b4f922ac3c,4
ANEX-00000557,Spring 2000 Schedules,Shawn Allison <allison@haas.berkeley.edu>,Jeffrey Feather,Shawn Allison <allison@haas.berkeley.edu>,eveningmba@haas.berkeley.edu,,2016-12-28 20:09:58,,,2017-01-19 09:22:24,0fff2484d5c99ac3447b94b19aae6f6b,2
ANEX-00000558,RE: dinner next tuesday,jeffrey.l.walker@us.arthurandersen.com,Jeffrey Feather,jeffrey.l.walker@us.arthurandersen.com,lnewmansciarrino@elanpharma.com,pat.scatena@intel.com; lnewmansciarrino@elanpharma.com; perin@sirius.com; jeff,,,,2016-11-22 15:56:42,9aaf0b7abf5e44d4c619e1f47bdb1516,2
ANEX-00000559,Ireland/Ghana,Kimberly Kupiecki <kkupiecki@arpartners.com>,Jeffrey Feather,Kimberly Kupiecki <kkupiecki@arpartners.com>,Jonathan Hudacko <hudacko@haas.berkeley.edu>; Jacqueline Kelly <jkelly@fairisaac.com>,"""Aaron Mednelson (E-mail)"" <mendelso@haas.berkeley.edu>; ""Aiaz Kazi (E-mail)"" <kazi@haas.berkeley.edu>",2017-01-18 19:37:00,11/05/2009 17:59,2017-01-18 19:37:00,2016-10-18 12:35:26,03da314d11ffff09071bdc95202b77b2,0
ANEX-00000562,section notes 6 (12/4),Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2016-11-21 06:36:38,11/05/2009 17:59,2016-11-21 06:36:38,2016-12-21 20:30:40,a490f7b2a3b975f583c839c2292d14eb,0
ANEX-00000564,exam schedule,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-11-20 20:56:25,11/05/2009 17:59,2016-11-20 20:56:25,2016-12-22 05:58:35,d03e8d426734231c85b936aa155fa86b,0
ANEX-00000565,lecture notes and office hours,Xiao-Jun Zhang <xzhang@haas.berkeley.edu>,Jeffrey Feather,Xiao-Jun Zhang <xzhang@haas.berkeley.edu>,e202a-1@haas.berkeley.edu; e202a-2@haas.berkeley.edu,,2016-11-01 11:17:54,11/05/2009 18:00,2016-11-01 11:17:54,2016-11-27 07:40:35,8f6853b4b1fac01a1f76a47d911a5cb3,1
ANEX-00000567,Press Release,beth@cli-eml.com,Jeffrey Feather,beth@cli-eml.com,"""elizabeth tilney""; ""karen denne""; ""mary clark""; ""diane bazelides""; ""kelly kimberly""",,2016-10-13 01:37:08,11/05/2009 17:35,2016-10-13 01:37:08,2017-01-25 23:47:57,d090191251b133a769aec76d54538519,4
ANEX-00000569,Distributed Generation Issues,"""tom hoatson""",Jeffrey Feather,"""tom hoatson""","""jeff brown""; ""jeff@leaf.com""; ""harry kingerski""; ""robert frank""; ""bruno gaillard""; susan",,2016-10-26 10:29:31,11/05/2009 18:03,2016-10-26 10:29:31,2016-12-10 11:07:59,b7b3b0f5c0b2bb73da359d84d7c89310,3
ANEX-00000574,FW: SFSU Cogen Relocation - Gas Metering,"""geoff pollard""",Jeffrey Feather,"""geoff pollard""","""jeff@leaf.com""","""john larsen""",2016-12-09 12:19:18,11/05/2009 18:00,2016-12-09 12:19:18,2016-12-14 19:17:14,310be8af887e8728d6100731daf001f0,0
ANEX-00000577,RE:,"""Abernathy  Courtney (CAP  GEFA)"" <courtney.abernathy@gecapital.com>",Jeffrey Feather,"""Abernathy  Courtney (CAP  GEFA)"" <courtney.abernathy@gecapital.com>","""jeff@leaf.com""",,2016-11-22 06:49:15,11/05/2009 17:36,2016-11-22 06:49:15,2017-01-08 14:37:46,fa5368d117c780a3551e3e839aa2851a,2
ANEX-00000578,Good News!,Diane Dimeff <dimeff@haas.berkeley.edu>,Jeffrey Feather,Diane Dimeff <dimeff@haas.berkeley.edu>,fontana@haas.berkeley.edu; kazi@haas.berkeley.edu; dasovich@haas.berkeley.edu,allison@haas.berkeley.edu,2016-11-02 06:05:21,11/05/2009 18:00,2016-11-02 06:05:21,2017-01-19 18:47:41,27e8cd785924cd5ed9822b9088bd9509,3
ANEX-00000579,New EPRM Speakers,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""stinson gibner""",,2016-12-17 21:07:58,12/05/2009 07:39,2016-12-17 21:07:58,2016-11-09 00:13:08,d395121ecf57bd0879dd76a11f8e09bb,0
ANEX-00000581,Re: New EPRM Speakers,vince@leaf.com,Vince Vanjie,vince@leaf.com,Helen Evans <helen@risk.co.uk>,"""stinson gibner""",2016-11-29 07:21:48,12/05/2009 07:50,2016-11-29 07:21:48,2017-01-12 18:03:48,0251eebac53194d2635c330e6978407b,2
ANEX-00000583,Research Group Move to the 19th Floor,"""shirley crenshaw""",Vince Vanjie,"""shirley crenshaw""","""stinson gibner""; ""joseph hrgovcic""; ""paulo issler""; vince@leaf.com; pinnamaneni",,2017-01-12 22:56:51,12/05/2009 07:39,2017-01-12 22:56:51,2017-01-16 06:31:48,eb45675c46bff554ad0667bf4f323d5c,1
ANEX-00000584,[No Subject],phillip@leaf.com,Phil Sarme,phillip@leaf.com,"""naomi johnston""",,2016-12-27 16:22:14,12/05/2009 02:03,2016-12-27 16:22:14,2016-11-04 16:33:25,04a50357f2db8bc71256e3f2c78a3953,1
ANEX-00000585,Rankings,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""brad mcsherry""",vince@leaf.com,2017-01-03 06:12:30,12/05/2009 07:50,2017-01-03 06:12:30,2016-11-26 13:56:22,6b416fdf8b6f5e4f8e4ee2117c9cc595,0
ANEX-00000587,Re: Rankings,"""brad mcsherry""",Vince Vanjie,"""brad mcsherry""",vince@leaf.com,,2016-12-04 14:56:09,12/05/2009 07:50,2016-12-04 14:56:09,2016-11-05 17:45:44,db4484ba52c8a6cc8d8380b533d297c2,1
ANEX-00000588,Re: Visit to Leaf,Robert Lee <rrlee@bizserve.com>,Vince Vanjie,Robert Lee <rrlee@bizserve.com>,vince@leaf.com,,2016-12-22 03:05:02,12/05/2009 07:39,2016-12-22 03:05:02,2016-11-17 03:00:36,4ec1b5a90c95a0fc7740030ffd06958d,1
ANEX-00000589,RE:,JDS <jsqueri@gmssr.com>,Jeffrey Feather,JDS <jsqueri@gmssr.com>,"""jeff@leaf.com""",,2016-11-10 09:28:22,11/05/2009 18:01,2016-11-10 09:28:22,2016-12-17 07:42:09,9176496bc49f207876cf820cc110997d,0
ANEX-00000591,RE: sf study group update,Jacqueline Kelly <jkelly@fairisaac.com>,Jeffrey Feather,Jacqueline Kelly <jkelly@fairisaac.com>,"Jacqueline Kelly <jkelly@fairisaac.com>; ""Aaron Mednelson (E-mail)"" <mendelso@haas.berkeley.edu>","""'langridg@haas.berkeley.edu '"" <langridg@haas.berkeley.edu>",2016-11-09 23:21:11,11/05/2009 17:59,2016-11-09 23:21:11,2016-11-12 23:45:19,06120e9bfc57233512b64be7d3bad930,4
ANEX-00000593,risk premium questions,Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2016-12-21 16:13:45,11/05/2009 17:59,2016-12-21 16:13:45,2016-12-21 06:30:00,389ccd347fd0f8c5d91c473f9f3961cb,2
ANEX-00000594,Webvan Discount for Classmates,Blake Wise <bwise@webvangroup.com>,Jeffrey Feather,Blake Wise <bwise@webvangroup.com>,f99evmba@haas.berkeley.edu,,2016-12-29 13:51:04,11/05/2009 17:36,2016-12-29 13:51:04,2016-11-14 07:19:38,18537c8cac405e15f153da33dc663c79,2
ANEX-00000595,Stick it in your Shockmachine!,phillip@leaf.com,Phil Sarme,phillip@leaf.com,pallen70@hotmail.com,,2016-12-27 00:03:17,12/05/2009 02:03,2016-12-27 00:03:17,2016-12-19 07:24:59,246cf59a70c04257a0d8916247a18472,0
ANEX-00000597,devaluation and lm curve,Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2017-01-23 04:28:28,11/05/2009 17:59,2017-01-23 04:28:28,2016-11-22 15:15:29,c0e8cb675b5d66e6be0e22b601b297e4,0
ANEX-00000598,Christmas Baskets,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"vince@leaf.com; ""shirley crenshaw""; ""mike a roberts""",,2016-12-02 07:02:31,12/05/2009 07:39,2016-12-02 07:02:31,2017-01-30 19:34:07,6cf43e18c1ddf6de1c5d1b13b96b220f,0
ANEX-00000599,CSG/Global E Commerce,"""susan m landwehr""",Jeffrey Feather,"""susan m landwehr""","scott_bolton@Leaf.net; ""jeff@leaf.com""; ""lisa yoho""; ""marchris robinson""; ""aleck dadson""","""richard shapiro""; ""cynthia sandherr""; ""joe hillings""",2016-10-11 19:09:10,11/05/2009 18:01,2016-10-11 19:09:10,2016-12-26 08:27:46,a54d95183456b76ff94624259f53965e,1
ANEX-00000600,Question on Handout 3,"""Michelle R. Wood"" <mrwood@beachrd.com>",Jeffrey Feather,"""Michelle R. Wood"" <mrwood@beachrd.com>",e202a-1@haas.berkeley.edu; e202a-2@haas.berkeley.edu,,2017-01-15 13:28:28,11/05/2009 18:00,2017-01-15 13:28:28,2016-11-24 02:03:51,a3155ffa8bfc70e2f210a05191b21961,4
ANEX-00000602,Re: Dirk vanUlden,"""jim badum""",Jeffrey Feather,"""jim badum""","""andrew wu""","""jeff@leaf.com""",2016-11-17 03:12:30,,2016-11-17 03:12:30,2017-01-20 11:35:11,c0d673ea02f3019d602e4ed9a7401f09,3
ANEX-00000603,Christmas - Near,"""shirley crenshaw""",Vince Vanjie,"""shirley crenshaw""","vince@leaf.com; ""stinson gibner""; ""pinnamaneni krishnarao""; ""vasant shanbhogue""",,2017-01-26 08:16:30,,2017-01-26 08:16:30,2016-11-05 18:40:00,42173a3dd12b88c1dba0497be3751d17,0
ANEX-00000604,Vacation,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"vince@leaf.com; ""stinson gibner""; ""pinnamaneni krishnarao""; ""vasant shanbhogue""",,2016-12-23 22:11:24,,2016-12-23 22:11:24,2016-12-11 14:13:44,c159e3e1a6d6422066b70075200d79bf,2
ANEX-00000605,Japan candidate,joe@leaf.com,Vince Vanjie,joe@leaf.com,"""vince j vanjie@ect""",,2016-11-14 20:47:13,12/05/2009 07:39,2016-11-14 20:47:13,2017-01-21 18:22:44,3a04def51fc57f5b95ca215ee29f55c2,3
ANEX-00000606,4 questions and answers,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-12-16 23:08:05,11/05/2009 17:59,2016-12-16 23:08:05,2017-01-06 17:49:48,89fd2651dc2de92d857a29fadaf34a3d,0
ANEX-00000607,Christmas break,"""shirley crenshaw""",Vince Vanjie,"""shirley crenshaw""",vince@leaf.com,,2016-12-03 05:26:18,,,2017-01-26 18:27:52,5d59aab2398bb7025aefd3aa8cf31ab7,2
ANEX-00000609,Re: New Color Printer,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""shirley crenshaw""; vince@leaf.com; ""mike a roberts""",,,,2016-11-30 12:49:28,2017-01-20 16:09:41,a18c1cb9d92a3db8eaf627f22880c0a3,4
ANEX-00000610,Re: New Color Printer,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""shirley crenshaw""; vince@leaf.com; ""mike a roberts""",,2016-12-04 12:11:22,12/05/2009 07:39,2016-12-04 12:11:22,2016-12-22 13:26:52,faafa4e7ec4af4aecb90ef502868ffd3,1
ANEX-00000611,Re: Emission trading,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""adam brulinski""",,2016-12-21 15:50:40,,2016-12-21 15:50:40,2016-10-12 14:39:41,87726d84ed32df0b398d7ad53e268b08,0
ANEX-00000612,ECI Tariff,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,stevebowen@earthlink.net,"""jeff@leaf.com""; ""steve mccarrel""",2017-01-11 10:36:34,11/05/2009 18:01,2017-01-11 10:36:34,2017-01-18 00:36:08,e9a1e837262400e0f0ba8170b9718cff,1
ANEX-00000614,Imperial Capital - Thursday Schedule,"""john enerson""",Vince Vanjie,"""john enerson""","""james b fallon""; ""lucy m marshall""; ""fred lagrasta""; ""edward ondarza""; ""bryan burnett""",,2017-01-09 05:17:26,12/05/2009 07:39,2017-01-09 05:17:26,2016-11-10 06:32:37,d29e2e7070e98c72175cbc99536460f5,1
ANEX-00000615,New EPRM Speakers,Helen Evans <helen@risk.co.uk>,Vince Vanjie,Helen Evans <helen@risk.co.uk>,vince@leaf.com,,2017-01-06 17:41:16,12/05/2009 07:39,,2016-12-23 03:59:20,5c229d70f9f38e72d7bc1082c66f077e,0
ANEX-00000617,Re: New Color Printer,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"vince@leaf.com; ""mike a roberts""; ""shirley crenshaw""; ""lyn malina""",,2016-11-22 02:05:08,12/05/2009 07:39,,2016-11-12 04:54:58,be8e92178f69f3918d293afdc9827365,4
ANEX-00000618,Edwsards AFB,"""william gang""",Jeffrey Feather,"""william gang""","""robert frank""","""jeff@leaf.com""",2016-10-29 19:43:54,11/05/2009 18:01,,2016-10-24 13:24:43,34aba670d2fc3b063296a46163b4fe75,2
ANEX-00000620,Cake for Kevin - EB 29C3,,Vince Vanjie,,,,2016-12-07 02:39:56,12/05/2009 07:39,,2016-12-25 03:47:23,6f38931ee7f2e6767e249a74c0d84ec9,2
ANEX-00000621,Kim Watson - Revenue Management - EB 29C4,,Vince Vanjie,,,,2017-01-04 08:20:07,12/05/2009 07:39,,2016-11-11 19:22:47,3bc6a02d885ed2d6af7918602de3b1f8,0
ANEX-00000622,Shalesh Ganjoo - EB 29C4,,Vince Vanjie,,,,2016-11-06 17:07:56,12/05/2009 07:39,,2017-01-11 21:39:29,3b064bf4d97604d53c3bc1525b953e1d,0
ANEX-00000623,A paper of mine,Martin Jermakyan <martin@electrapartners.com>,Vince Vanjie,Martin Jermakyan <martin@electrapartners.com>,vince@leaf.com,,2016-10-23 18:46:56,12/05/2009 07:39,,2016-12-12 09:19:41,fcf496402a398de22a107ead004d4d34,0
ANEX-00000625,Invitation to speak at POWER 2000,Emma Wolfin <risk-ny@email.msn.com>,Vince Vanjie,Emma Wolfin <risk-ny@email.msn.com>,vince@leaf.com,,2017-01-15 22:57:38,12/05/2009 07:39,,2016-11-03 19:57:40,bf6f4e9a3ecb158c1238ed52cb91c2bb,1
ANEX-00000627,Stentofon,kevin@leaf.com,Vince Vanjie,kevin@leaf.com,"""liz m taylor""; ""shirley crenshaw""; ""mike a roberts""; vince@leaf.com; ""patricia tlapek""",,2016-10-14 02:54:32,12/05/2009 07:39,2016-10-14 02:54:32,2017-01-01 01:54:59,169ba7102343c2920152a3e2ded2b0b8,4
ANEX-00000628,Current Issues,,Vince Vanjie,,,,2016-10-20 08:06:55,12/05/2009 07:39,2016-10-20 08:06:55,2016-11-16 21:57:06,9e4fbce5f013aa8ab761729114a1931d,3
ANEX-00000629,Expense check,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""",,2016-11-11 14:56:41,12/05/2009 07:39,2016-11-11 14:56:41,2017-01-31 01:21:27,9f5edc781de43f39621dd5e72afeab93,0
ANEX-00000630,Re: Invitation to speak at POWER 2000,vince@leaf.com,Vince Vanjie,vince@leaf.com,Emma Wolfin <risk-ny@email.msn.com>,vince@leaf.com,2016-12-10 18:53:04,12/05/2009 07:39,2016-12-10 18:53:04,2016-11-23 20:10:06,e3563636481dd306292e633fa64c5824,2
ANEX-00000632,gas prices,"""clayton vernon""",Vince Vanjie,"""clayton vernon""",vince@leaf.com,,2016-10-15 08:55:27,12/05/2009 07:39,2016-10-15 08:55:27,2016-11-03 01:49:25,975d3596a4aac583d9875cfb79249dff,3
ANEX-00000633,Interview - Dr. Tchamengo - EB 29C4,,Vince Vanjie,,,,2017-01-29 06:21:09,12/05/2009 07:39,2017-01-29 06:21:09,2016-11-08 07:53:44,316567948316202bb58b16dc5fb80c5a,0
ANEX-00000634,"Kevin Kindall, Grant Masson - EB 29C3",,Vince Vanjie,,,,2016-12-14 00:13:20,12/05/2009 07:39,2016-12-14 00:13:20,2017-01-16 18:33:29,44dcfbfdabe7ac7fb4f1ca49f215ce62,2
ANEX-00000635,Roy Ibasco (Maureen's rotation),,Vince Vanjie,,,,2016-10-23 11:04:05,12/05/2009 07:39,2016-10-23 11:04:05,2016-10-25 19:46:03,3244947769052ae503c7b00f807b9386,1
ANEX-00000636,Performance Management Process,"""office of the chairman""",Vince Vanjie,"""office of the chairman""","""all managing directors and vice presidents""",,2017-01-08 21:16:57,12/05/2009 07:39,2017-01-08 21:16:57,2017-01-31 12:40:15,15f4b11b46730d87def67925c968abbd,1
ANEX-00000637,Rice Program in Financial Engineering,Kathy Ensor <kathy@stat.rice.edu>,Vince Vanjie,Kathy Ensor <kathy@stat.rice.edu>,vince@leaf.com,elam@rice.edu,2016-11-01 01:11:19,12/05/2009 07:39,2016-11-01 01:11:19,2016-11-15 15:55:23,bc7650d0d48d6cdd350bc580b093ca47,0
ANEX-00000639,Organizational Changes,"""Leaf na office of the chairman""",Vince Vanjie,"""Leaf na office of the chairman""","""all Leaf north america""",,2017-01-30 04:00:14,12/05/2009 07:39,2017-01-30 04:00:14,2016-10-14 07:15:33,24c30e8ba0f0054b9d413f5de4ac05be,1
ANEX-00000640,Rice Program in Financial Engineering,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""stinson gibner""",,2016-12-31 08:35:16,12/05/2009 07:39,2016-12-31 08:35:16,2016-10-19 14:11:37,d758fe0775dc54f34c10b655d49e3290,1
ANEX-00000642,Re: Invitation to speak at POWER 2000,vince@leaf.com,Vince Vanjie,vince@leaf.com,Emma Wolfin <risk-ny@email.msn.com>,vince@leaf.com,2016-12-29 14:45:46,12/05/2009 07:50,2016-12-29 14:45:46,2016-12-23 14:51:40,43c2db27d3352f35740312ea11997916,0
ANEX-00000643,Development Center - Jan./Feb. 2000 Course Schedule,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""clayton vernon""","""vasant shanbhogue""",2017-01-01 12:42:46,12/05/2009 07:39,2017-01-01 12:42:46,2016-11-07 16:39:10,86e5b8354cb6fdd36d0b0436cf674e7d,4
ANEX-00000644,"Re: European Energy 2000, April, Amsterdam",vince@leaf.com,Vince Vanjie,vince@leaf.com,Angela Adedeji <aadedeji@risk.co.uk>,vince@leaf.com,2016-12-16 11:17:24,12/05/2009 07:50,2016-12-16 11:17:24,2017-01-02 17:56:23,4df3308a3127d32a60303e9c3203e1d4,2
